spam,to_multiple,from,cc,sent_email,image,attach,dollar,winner,inherit,viagra,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
0,0,1,0,0,0,0,0,no,0,0,0,1.541,51,0,0,0,0,3,small
0,1,1,2,0,0,0,0,no,0,0,0,10.614,118,0,1,0,0,1,small
0,1,1,0,1,0,0,6,no,0,0,0,45.966,1231,1,1,1,0,29,small
0,1,1,1,0,0,0,0,no,0,0,0,13.788,169,0,1,0,0,3,small
0,1,1,2,0,0,0,0,no,0,0,0,8.718,185,0,1,0,0,3,small
0,0,1,0,0,0,0,0,no,0,0,0,1.482,24,1,0,0,0,0,none
0,0,1,7,0,0,0,0,no,0,0,0,0.334,9,0,1,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,14.431,296,1,0,0,0,0,small
0,0,1,0,0,0,0,8,no,0,0,0,24.167,417,1,0,1,0,32,small
0,0,1,0,0,0,0,0,yes,0,0,0,0.356,11,0,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,8.549,154,1,0,0,0,4,small
0,0,1,0,0,0,0,0,no,0,0,2,1.143,13,0,0,0,0,1,none
0,0,1,0,1,0,0,6,no,0,0,0,9.535,182,1,1,0,0,4,small
0,0,1,0,1,0,0,6,no,0,0,0,14.241,308,1,1,0,0,6,small
0,0,1,0,0,0,0,5,no,0,0,0,0.978,13,0,0,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,1.398,41,0,0,0,0,1,none
0,0,1,0,0,0,0,11,no,0,0,0,15.517,350,1,0,1,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,10.09,166,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,1,0.978,14,0,0,0,0,0,small
0,0,1,0,0,0,0,18,no,0,0,0,29.981,555,1,0,0,0,15,small
0,1,1,0,0,0,0,0,no,0,0,0,5.159,95,0,0,0,0,0,small
0,0,1,0,0,0,0,16,no,0,0,0,18.945,249,1,0,1,0,16,small
0,0,1,0,0,0,0,0,no,0,0,0,7.472,207,1,0,0,0,0,big
0,0,1,0,1,0,0,0,no,0,0,0,15.42,595,1,0,0,0,9,big
0,0,1,0,0,0,0,4,no,1,0,0,7.792,192,1,0,0,0,6,small
0,1,1,0,1,0,0,0,yes,0,0,0,4.77,134,1,1,0,0,10,small
0,0,1,0,1,0,0,0,no,0,0,0,0.159,11,0,1,0,0,0,small
0,0,1,0,0,0,0,2,no,0,0,0,22.393,411,1,0,0,0,49,small
0,0,1,0,0,0,0,2,no,0,0,0,7.844,142,1,0,1,0,6,small
0,0,1,0,1,0,0,0,no,0,0,0,0.599,16,1,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,0.795,30,0,0,0,0,1,none
0,0,1,1,1,0,0,0,no,0,0,8,4.945,120,1,0,0,0,2,small
0,0,1,0,0,0,0,2,no,0,0,0,4.103,173,1,0,0,0,0,small
0,0,1,2,0,0,0,0,no,0,0,0,0.829,22,0,0,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,0.432,13,1,0,0,0,0,small
0,1,1,0,1,0,0,0,no,0,0,0,0.64,19,1,0,0,0,0,none
0,0,1,0,1,0,0,0,no,0,0,0,1.732,54,1,1,0,0,0,small
0,1,1,0,0,0,1,0,no,0,0,0,8.596,159,1,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,2.938,81,1,1,0,0,4,small
0,0,1,0,1,0,0,0,no,0,0,0,0.988,25,1,0,0,0,2,small
0,0,1,3,0,0,1,0,no,0,0,0,3.485,108,0,1,0,0,0,small
0,1,1,1,0,0,0,0,no,0,0,0,4.512,107,1,0,0,0,0,small
0,0,1,0,0,1,1,9,no,0,0,0,4.761,151,1,0,0,0,1,big
0,1,1,0,1,0,0,0,no,0,0,0,1.389,37,1,0,1,0,8,small
0,0,1,0,0,0,0,0,no,0,0,0,4.04,76,1,0,0,0,4,small
0,0,1,1,1,0,0,0,no,0,0,0,1.401,41,1,1,0,0,0,small
0,0,1,3,1,0,0,0,no,0,0,0,9.273,248,1,1,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,2,89.27,1582,1,0,0,0,139,big
0,0,1,0,1,0,0,0,no,0,0,0,2.828,80,1,1,0,0,4,small
0,0,1,0,0,0,0,21,no,0,0,0,16.615,557,1,0,0,0,3,small
0,0,1,0,0,0,0,0,no,0,0,0,8.756,145,1,0,0,0,1,small
0,0,1,2,1,1,1,0,no,0,0,0,0.623,17,1,1,0,0,4,big
0,0,1,1,1,0,0,0,no,0,0,0,1.132,33,1,1,0,0,4,small
0,0,1,1,1,0,0,0,no,0,0,0,2.753,68,1,1,1,0,16,small
0,0,1,0,1,0,0,2,no,0,0,0,6.133,143,1,1,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,1.589,38,1,1,0,0,0,small
0,0,1,0,0,0,0,6,no,0,0,0,8.475,279,1,0,0,0,2,small
0,0,1,0,1,0,0,0,no,0,0,0,0.932,21,1,0,0,0,2,none
0,0,1,0,0,0,0,0,no,0,0,0,1.009,15,1,0,0,0,2,small
0,0,1,0,1,0,0,0,no,0,0,0,16.51,394,1,1,0,0,8,small
0,0,1,0,1,0,1,0,no,0,0,0,0.347,18,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,6.717,114,1,0,0,0,1,small
0,0,1,0,0,0,0,20,no,0,0,0,17.405,233,1,0,0,0,18,small
0,0,1,0,1,0,0,0,no,0,0,0,21.705,551,1,1,0,0,8,small
0,0,1,0,0,0,0,0,no,0,0,0,10.952,309,1,0,0,0,3,big
0,1,1,1,0,0,0,0,no,0,0,0,2.927,74,0,1,0,0,1,small
0,1,1,0,1,0,0,2,no,0,0,0,2.404,75,1,0,0,0,4,small
0,0,1,6,1,0,0,2,no,0,0,0,4.373,120,1,1,0,0,7,small
0,0,1,0,1,0,0,0,no,0,0,0,27.071,721,1,1,0,0,10,small
0,0,1,0,0,0,0,0,no,0,0,0,3.621,82,1,0,0,0,0,small
0,1,1,1,0,0,0,0,no,0,0,0,15.038,297,1,1,0,0,4,big
0,1,1,4,0,0,0,0,no,0,0,0,4.337,94,0,1,0,0,1,small
0,0,1,0,1,0,0,0,no,0,0,0,31.112,875,1,1,0,0,16,small
0,0,1,5,0,0,0,0,no,0,0,0,4.736,109,0,1,0,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,3.215,183,1,0,0,0,0,big
0,0,1,1,0,0,0,0,no,0,0,0,6.056,141,0,1,0,0,3,small
0,0,1,0,1,0,0,0,no,0,0,0,7.193,148,1,1,0,0,10,small
0,0,1,0,0,0,0,0,no,0,0,0,2.454,61,0,0,0,0,1,small
0,0,1,0,0,0,1,0,no,0,0,0,10.398,130,1,0,0,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,1.653,25,1,0,0,0,0,small
0,0,1,2,1,0,0,0,no,0,0,0,6.264,135,1,1,0,0,4,big
0,0,1,0,0,0,0,0,no,0,0,0,15.829,242,1,0,0,0,4,small
0,0,1,0,1,0,0,0,no,0,0,0,12.862,333,1,1,0,0,4,small
0,0,1,0,1,0,0,0,no,0,0,0,17.06,426,1,1,0,0,8,small
0,0,1,0,0,0,0,0,no,0,0,0,1.384,27,1,0,0,0,2,small
0,1,1,0,1,0,0,0,no,0,0,0,5.887,89,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,23.172,456,1,0,0,0,57,small
0,0,1,0,0,0,0,0,no,0,0,0,3.416,57,1,0,0,0,0,big
0,0,1,0,0,0,0,0,no,0,0,0,8.544,172,1,0,0,0,2,big
0,0,1,0,1,0,0,8,no,0,0,0,11.615,210,1,1,0,0,4,small
0,0,1,0,1,0,0,0,no,0,0,0,4.995,130,1,1,0,0,8,small
0,0,1,0,1,0,0,0,no,0,0,0,44.591,1307,1,0,0,0,36,big
0,1,1,0,0,0,0,0,no,0,0,0,8.347,202,1,0,0,0,5,big
0,0,1,0,1,0,0,0,no,0,0,0,9.374,252,1,1,0,0,2,big
0,0,1,0,0,0,0,7,no,0,0,0,10.996,213,1,0,0,0,5,big
0,1,1,0,0,0,0,0,no,0,0,0,9.816,130,0,0,0,0,0,small
0,0,1,1,1,0,0,0,no,0,0,0,7.861,242,1,1,0,0,7,small
0,0,1,4,1,0,0,2,no,0,0,0,4.01,118,1,1,0,0,6,small
0,0,1,1,1,0,0,0,no,0,0,0,0.958,20,1,0,1,0,4,none
0,0,1,0,0,0,0,4,no,0,0,0,1.041,31,0,0,0,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,6.39,154,1,0,1,0,0,none
0,0,1,0,0,0,0,4,no,0,0,0,1.041,31,0,0,0,0,2,small
0,0,1,0,0,0,0,5,no,0,0,1,17.853,345,1,0,1,0,18,small
0,0,1,0,0,0,0,5,no,0,0,1,17.853,345,1,0,1,0,18,small
0,0,1,0,0,0,0,0,no,0,0,0,24.202,680,1,0,0,0,4,small
0,1,1,0,1,20,20,0,no,0,0,0,21.634,691,1,0,0,0,15,big
0,1,1,0,1,0,0,0,no,0,0,0,9.754,327,1,0,0,0,9,big
0,0,1,0,0,0,0,22,no,0,0,0,20.191,266,1,0,1,0,30,small
0,0,1,0,0,0,0,0,no,0,0,2,10.366,198,1,0,0,0,1,big
0,0,1,0,0,0,0,0,no,0,0,0,13.437,255,1,0,0,0,45,small
0,0,1,0,0,0,0,0,no,0,0,0,6.19,126,1,0,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,3.186,67,1,1,0,0,0,small
0,1,1,0,1,0,0,0,no,0,0,0,17.835,568,1,1,0,0,11,big
0,0,1,7,1,0,0,0,no,0,0,0,9.871,340,1,0,0,0,11,big
0,1,1,0,0,1,1,0,no,0,0,0,5.159,82,0,0,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,3.492,75,1,1,0,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,8.768,152,1,0,0,0,4,small
0,0,1,0,0,0,0,4,no,1,0,0,7.764,192,1,0,0,0,6,small
0,1,1,0,1,0,0,0,no,0,0,0,2.71,74,1,0,0,0,0,small
0,0,1,6,0,0,0,0,no,0,0,0,14.345,303,1,1,0,0,4,big
0,0,1,0,1,0,0,0,no,0,0,0,0.342,11,0,1,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,6.64,99,0,1,0,0,3,small
0,0,1,0,0,0,0,8,no,0,0,0,10.366,177,1,0,1,0,12,small
0,0,1,0,1,0,0,0,no,0,0,0,12.374,190,0,1,0,0,5,small
0,0,1,0,1,0,0,0,no,0,0,0,16.689,254,0,1,0,0,5,small
0,0,1,1,1,0,0,0,no,0,0,0,3.231,91,1,1,0,0,0,small
0,1,1,35,0,0,0,0,no,0,0,0,4.462,85,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,2,1.501,45,1,0,0,0,1,small
0,0,1,1,1,0,0,0,no,0,0,0,33.748,815,1,1,0,0,71,big
0,1,1,0,0,0,0,0,no,0,0,0,2.93,45,0,0,1,0,3,small
0,1,1,0,0,0,0,0,no,0,0,0,8.014,113,0,0,0,0,0,small
0,0,1,0,0,0,0,6,no,0,0,0,1.594,51,0,0,1,0,0,small
0,0,1,0,0,0,0,2,no,0,0,0,26.777,435,1,0,1,0,7,small
0,1,1,0,0,0,0,0,no,0,0,0,2.881,50,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,3.717,72,1,0,0,0,0,small
0,0,1,0,0,0,0,8,no,0,0,0,101.727,2189,1,0,0,0,23,small
0,0,1,1,1,0,0,0,no,0,0,0,4.823,135,1,1,0,0,0,small
0,1,1,0,1,0,1,0,no,0,0,0,5.834,127,1,0,0,0,5,small
0,0,1,0,1,0,0,2,no,0,0,0,3.21,77,1,1,0,0,0,small
0,0,1,1,1,0,0,0,no,0,0,0,3.334,73,1,1,1,0,12,small
0,0,1,0,0,0,0,0,no,0,0,0,17.292,390,1,0,0,0,29,small
0,0,1,0,0,0,0,0,no,0,0,0,10.004,197,1,0,0,0,0,big
0,0,1,0,0,0,0,0,no,0,0,2,10.366,198,1,0,0,0,1,big
0,0,1,0,0,0,0,12,no,0,0,0,14.221,201,1,0,0,0,24,small
0,0,1,0,0,0,0,0,no,0,0,0,13.484,255,1,0,0,0,45,small
0,0,1,0,0,1,1,0,no,0,0,0,7.974,104,0,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,4.792,104,1,0,0,0,0,small
0,0,1,0,0,0,0,4,no,0,0,0,49.042,828,1,0,0,0,1,small
0,1,1,0,0,0,0,0,no,0,0,0,3.943,47,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,5.066,106,1,0,1,0,0,small
0,0,1,0,0,0,0,4,no,1,0,0,7.734,192,1,0,0,0,6,small
0,0,1,0,0,0,0,2,no,0,0,0,22.344,411,1,0,0,0,49,small
0,0,1,0,0,0,0,10,no,0,0,0,8.666,145,1,0,1,0,8,small
0,1,1,35,0,0,0,0,no,0,0,0,5.223,91,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,3.872,89,1,0,0,0,0,big
0,1,1,0,0,0,0,0,no,0,0,0,4.415,61,0,0,0,0,1,small
0,0,1,0,1,0,0,0,no,0,0,0,2.174,49,1,1,0,0,2,small
0,0,1,0,1,0,0,0,no,0,0,0,0.368,12,1,0,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,1.567,48,1,1,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,1.16,34,1,1,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,2,10.366,198,1,0,0,0,1,big
0,0,1,0,1,0,0,0,no,0,0,0,0.441,16,1,1,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,0.122,7,0,1,0,0,0,small
0,1,1,0,0,0,0,0,no,0,0,0,9.961,210,1,0,0,0,0,big
0,0,1,0,0,0,0,0,no,0,0,0,3.243,37,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,33.63,375,1,0,0,0,8,small
0,0,1,0,0,0,0,0,no,0,0,0,8.763,145,1,0,0,0,3,small
0,0,1,0,0,0,0,0,no,0,0,0,3.271,64,1,0,0,0,4,none
0,0,1,0,0,0,0,0,no,0,0,0,6.724,114,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,9.635,164,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,8.535,208,1,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,16.043,256,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,7.515,126,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,16.022,255,1,0,0,0,1,small
0,0,1,0,1,0,0,4,no,0,0,0,2.088,29,1,0,0,0,0,big
0,1,1,0,1,1,1,0,no,0,0,0,7.335,251,1,0,0,0,6,big
0,0,1,0,0,0,0,0,no,0,0,0,6.832,116,1,0,0,0,1,small
0,0,1,0,1,0,0,4,no,0,0,0,4.607,84,1,1,0,0,2,big
0,0,1,0,1,0,0,0,no,0,0,0,0.789,22,0,1,0,0,0,small
0,1,1,0,0,0,0,0,no,0,0,0,5.339,95,1,0,0,0,4,big
0,0,1,0,0,0,0,8,no,1,0,0,10.017,238,1,0,0,0,7,small
0,0,1,0,0,0,0,0,no,0,0,0,6.846,116,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,15.909,254,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,8.504,142,1,0,0,0,1,small
0,1,1,0,0,0,0,0,no,0,0,0,1.228,30,0,0,0,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,6.854,116,1,0,0,0,1,small
0,1,1,0,0,0,0,0,no,0,0,0,1.683,34,1,0,1,0,6,small
0,0,1,0,0,0,0,0,no,0,0,0,8.553,143,1,0,0,0,1,small
0,0,1,0,0,0,0,23,no,0,0,0,17.17,578,1,0,0,0,3,small
0,0,1,0,0,0,0,0,no,0,0,0,11.05,260,1,0,0,0,3,small
0,0,1,0,0,0,0,0,no,0,0,0,8.002,134,1,0,0,0,1,small
0,0,1,0,1,0,0,0,no,0,0,0,2.937,64,0,1,0,0,2,small
0,0,1,1,1,0,0,0,no,0,0,0,6.202,130,1,1,0,0,6,big
0,0,1,0,0,0,0,0,no,0,0,0,16.204,257,1,0,0,0,1,small
0,0,1,1,1,0,0,0,no,0,0,0,3.388,77,1,1,1,0,10,small
0,0,1,1,0,0,0,0,no,0,0,0,7.39,101,1,1,0,0,6,big
0,0,1,1,0,0,0,0,no,0,0,0,4.465,102,1,1,1,0,10,small
0,0,1,0,0,0,0,0,no,0,0,0,8.693,175,1,0,0,0,0,big
0,0,1,1,1,0,0,0,no,0,0,0,7.411,178,1,1,1,0,14,small
0,0,1,0,0,0,0,0,no,0,0,0,13.338,255,1,0,0,0,45,small
0,0,1,0,0,0,0,0,no,0,0,0,6.804,115,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,6.83,116,1,0,0,0,1,small
0,0,1,0,0,0,0,1,no,0,0,0,26.404,405,1,0,0,0,13,small
0,0,1,0,0,0,0,0,no,0,0,0,5.254,92,1,0,0,0,3,small
0,0,1,0,0,0,0,0,yes,0,0,0,0.838,36,0,0,0,0,0,big
0,0,1,1,1,0,0,0,no,0,0,0,8.527,211,1,1,1,0,20,small
0,0,1,0,0,0,0,0,no,0,0,0,13.116,211,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,7.612,128,1,0,0,0,1,small
0,0,1,0,0,0,0,18,no,0,0,0,16.659,262,1,0,1,0,20,small
0,0,1,1,1,0,0,0,no,0,0,8,13.404,292,1,1,0,0,4,small
0,0,1,1,1,0,0,2,no,0,0,0,1.39,29,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,6.877,117,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,3.81,98,1,0,0,0,0,small
0,0,1,2,1,0,0,0,no,0,0,0,0.878,27,1,1,0,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,9.27,151,1,0,0,0,1,small
0,0,1,0,0,0,0,2,no,0,0,0,2.182,46,0,0,1,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,5.266,145,1,0,0,0,4,small
0,0,1,0,1,0,0,0,no,0,0,0,2.705,46,0,1,0,0,1,none
0,0,1,0,0,0,0,0,no,0,0,0,5.105,91,1,0,0,0,1,small
0,1,1,0,0,0,0,0,no,0,0,0,5.151,95,0,0,0,0,0,small
0,0,1,0,0,0,0,4,no,0,0,0,4.56,98,1,0,0,0,2,big
0,0,1,0,0,0,0,0,no,0,0,0,3.928,91,1,0,0,0,0,small
0,1,1,0,1,0,0,0,no,0,0,0,5.887,89,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,5.682,87,1,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,0.965,15,1,0,0,0,1,small
0,0,1,0,0,0,0,4,no,1,0,0,7.805,194,1,0,0,0,6,small
0,0,1,0,1,0,0,0,no,0,0,0,2.8,63,1,1,0,0,2,small
0,1,1,0,1,0,0,0,no,0,0,0,0.406,13,1,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,4,23.747,396,1,0,0,0,8,big
0,0,1,0,1,0,0,0,no,0,0,0,5.6,140,1,1,0,0,4,small
0,0,1,0,0,0,0,0,no,0,0,0,27.217,402,1,0,0,0,14,small
0,1,1,0,0,0,0,0,no,0,0,0,3.991,47,0,0,0,0,0,small
0,0,1,2,1,0,0,0,no,0,0,0,2.467,59,1,1,0,0,4,small
0,0,1,0,0,0,0,0,no,0,0,0,5.255,106,1,0,0,0,4,small
0,0,1,0,1,0,0,0,no,0,0,0,10.41,225,1,1,0,0,4,small
0,1,1,1,1,0,0,0,no,0,0,0,23.237,527,1,1,0,0,0,big
0,0,1,0,0,0,0,0,no,0,0,0,7.117,121,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,10.233,169,1,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,0,6.841,116,1,0,0,0,1,small
0,0,1,1,1,0,0,0,no,0,0,0,7.015,227,0,1,0,0,0,big
0,1,1,0,1,0,5,0,no,0,0,0,4.315,99,0,0,0,0,0,small
0,0,1,0,0,0,0,14,no,0,0,0,12.441,224,1,0,0,0,22,small
0,1,1,0,0,0,2,0,no,0,0,0,0.459,21,0,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,15.867,253,1,0,0,0,1,small
0,0,1,0,0,0,0,13,no,0,0,0,16.103,363,1,0,1,0,2,small
0,0,1,0,0,0,0,0,no,0,0,0,8.481,228,1,0,0,0,0,small
0,0,1,0,0,0,0,17,no,0,0,0,28.777,547,1,0,1,0,16,small
0,1,1,0,0,0,0,2,no,0,0,0,2.645,43,0,0,0,0,0,small
0,1,1,3,1,1,1,0,no,0,0,0,6.91,217,1,0,1,0,11,big
0,0,1,0,0,0,0,0,no,0,0,0,15.918,254,1,0,0,0,1,small
0,1,1,0,0,0,0,0,no,0,0,0,3.983,47,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,63.804,1190,1,0,0,0,12,big
0,0,1,0,0,0,0,4,no,1,0,0,7.767,192,1,0,0,0,6,small
0,0,1,0,0,0,0,0,no,0,0,0,6.855,116,1,0,0,0,1,small
0,1,1,0,0,0,0,0,no,0,0,0,10.376,240,1,0,0,0,5,big
0,1,1,0,0,0,0,0,no,0,0,0,0.453,20,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,0.45,14,0,0,0,0,0,none
0,1,1,0,0,0,1,0,no,0,0,0,8.596,159,1,0,0,0,0,small
0,1,1,0,0,0,1,0,no,0,0,0,10.216,202,1,0,0,0,2,small
0,0,1,0,1,0,0,0,no,0,0,0,2.612,48,1,1,0,0,0,small
0,0,1,0,0,0,0,6,no,0,0,0,8.55,150,1,0,1,0,12,small
0,0,1,0,1,0,0,0,no,0,0,0,0.193,7,1,0,0,0,0,none
0,1,1,0,1,0,0,0,no,0,0,0,0.43,13,1,0,0,0,0,none
0,0,1,1,0,0,1,0,no,0,0,0,1.765,44,0,0,0,0,0,big
0,0,1,0,0,0,0,0,no,0,0,0,2.605,53,1,0,0,0,2,small
0,0,1,0,0,0,1,0,no,0,0,0,0.004,2,0,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,0.201,8,0,1,0,0,2,none
0,0,1,0,1,0,0,0,no,0,0,0,0.215,6,0,1,0,0,0,none
0,0,1,0,1,0,0,0,no,0,0,0,0.068,6,0,1,0,0,0,none
0,1,1,0,0,0,0,0,yes,1,0,0,10.509,141,0,0,0,0,0,small
0,0,1,0,1,0,0,0,no,0,0,0,3.931,125,1,1,0,0,2,small
0,1,1,0,0,0,0,0,no,0,0,0,1.011,38,0,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,2.777,82,1,0,0,0,5,small
0,0,1,0,0,0,0,12,no,0,0,0,11.64,176,1,0,0,0,18,small
0,0,1,0,0,0,0,0,no,0,0,1,1.066,29,0,0,0,0,1,small
0,0,1,0,0,0,0,0,no,0,0,4,0.985,27,0,0,1,0,3,none
0,0,1,1,1,0,0,0,no,0,0,0,9.277,242,1,1,1,0,22,small
0,0,1,0,0,0,0,0,no,0,0,0,4.755,135,1,0,0,0,1,small
0,0,1,0,1,0,0,0,no,0,0,0,0.997,28,1,1,0,0,0,small
0,0,1,1,1,0,1,0,no,0,0,0,0.184,10,0,0,0,0,0,none
0,0,1,0,0,0,0,0,no,0,0,0,0.763,5,1,0,0,0,0,none
0,0,1,0,1,0,0,0,no,0,0,0,10.843,258,1,1,0,0,2,small
0,0,1,0,0,0,0,9,no,0,0,0,40.329,481,1,0,0,0,10,small
0,1,1,0,0,0,0,0,no,0,0,0,4.462,85,0,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,6.645,169,1,0,0,0,0,small
0,0,1,0,0,0,0,0,no,0,0,0,13.008,194,0,0,0,0,0,big
